NationalID,Gender,GivenName,MiddleInitial,Surname,StreetAddress,City,State,ZipCode,Birthday,CCType,CCNumber,CCExpires
519-15-2313,male,Michael,H,Wright,1317 Science Center Drive,Boise,ID,83702,9/16/1992,Visa,4929825882389562,3/2012
772-24-0321,female,Anita,L,Willis,975 Village View Drive,Fort Myers,FL,33901,1/31/1934,MasterCard,5273222064706095,2/2013
650-07-9831,female,Virginia,S,Taylor,4327 Leo Street,Denver,CO,80202,11/20/1963,MasterCard,5506619751152021,10/2012
083-01-2113,female,Helen,J,Jameson,105 Duncan Avenue,Long Island City,NY,11101,5/2/1960,Visa,4539346719088923,3/2011
001-74-2652,male,David,A,Rodgers,1846 Grasselli Street,Manchester,NH,03109,4/20/1934,Visa,4485799105934544,9/2011
515-50-5007,male,Clyde,M,Jacobson,3086 Ridge Road,Parsons,KS,67357,1/9/1981,Visa,4485107231212480,7/2013
626-23-4649,male,James,H,Kim,2665 Driftwood Road,Oakland,CA,94612,6/29/1991,MasterCard,5486123868793094,3/2011
534-35-3379,female,Sylvia,G,Williams,4147 Horizon Circle,Seattle,WA,98161,10/16/1961,MasterCard,5489640337629879,1/2012
180-62-9363,male,Roger,T,Jackson,663 Pheasant Ridge Road,Philadelphia,PA,19124,4/23/1943,MasterCard,5459566257265582,2/2015
758-01-6193,male,Thomas,H,Garcia,4055 Green Street,Nashville,TN,37214,4/21/1944,MasterCard,5311658864767403,7/2014
484-04-0263,male,Jose,L,Barrett,2917 Nutters Barn Lane,Des Moines,IA,50309,8/23/1934,MasterCard,5578034657736211,7/2014
275-06-9121,male,James,L,Short,4542 Harter Street,Dayton,OH,45402,9/14/1962,MasterCard,5595584759789673,6/2011
690-01-0990,female,Margaret,R,Wilson,4341 Dola Mine Road,Raleigh,NC,27603,1/9/1972,MasterCard,5591936840243603,9/2012
213-50-1385,male,Timothy,C,Nelson,488 Hickory Heights Drive,Baltimore,MD,21234,9/25/1928,MasterCard,5379225696412993,4/2015
536-84-4739,female,Victoria,A,Schick,1093 Raccoon Run,Redmond,WA,98052,11/29/1953,MasterCard,5238115895575453,8/2015
221-74-5397,female,Danielle,B,Sipes,631 Argonne Street,New Castle,DE,19720,2/14/1956,MasterCard,5223851169522048,11/2011
251-23-5104,female,Carol,H,Thor,1134 Deer Haven Drive,Greenville,SC,29601,12/19/1980,MasterCard,5472892981331711,12/2012
407-30-0121,male,Harvey,L,Young,4707 Harper Street,Madisonville,KY,42431,8/19/1949,MasterCard,5178865589252619,7/2012
673-20-1304,female,Melody,W,Woods,156 Yorkie Lane,Hinesville,GA,31313,1/15/1942,Visa,4556927977037153,7/2011
111-14-4637,male,Robert,J,Thomas,2838 Cherry Ridge Drive,Buffalo,NY,14214,8/27/1955,Visa,4916732843603591,10/2012
221-02-1337,female,Joyce,A,Fowler,1346 Columbia Road,Wrangle Hill,DE,19720,7/28/1977,Visa,4716556655968657,2/2012
505-74-6742,male,Roy,B,Soper,3304 Romrog Way,Mirage Flats,NE,69347,2/5/1938,Visa,4532340514595726,1/2011
229-24-6085,male,Marc,M,Adams,2596 Pinchelone Street,Chincoteague,VA,23336,3/13/1954,Visa,4556695514126033,4/2012
356-62-4147,male,Eugenio,M,Morgan,1361 Fraggle Drive,Bensenville,IL,60106,9/30/1955,Visa,4716148154884047,1/2013
125-44-2545,female,Dorothy,J,Craig,1230 Westwood Avenue,Bohemia,NY,11716,2/2/1934,Visa,4485169399039345,5/2015
311-36-3553,male,Michael,M,McDowell,2186 Sand Fork Road,South Bend,IN,46625,1/13/1963,Visa,4532581722559992,7/2013
317-18-2884,male,Wilbert,E,Waldron,173 Pearcy Avenue,Pokagon,IN,46703,12/14/1945,MasterCard,5569998856292716,10/2013
509-16-9854,male,Roger,S,Culp,2027 Hummingbird Way,Topeka,KS,66607,2/6/1926,MasterCard,5287567884233520,10/2015
350-68-6894,male,Edward,L,Chamberlain,3607 Oakmound Road,Chicago,IL,60631,2/16/1942,Visa,4556887369735626,10/2015
432-38-1048,male,Craig,M,Smith,2164 Cambridge Court,Greenwood,AR,72936,11/17/1981,Visa,4916063118239659,4/2014
533-39-1810,male,Marco,F,Keene,3576 Pratt Avenue,Redmond,WA,98052,2/8/1944,MasterCard,5306180616416848,12/2013
615-46-8278,male,Joey,K,Burke,4252 Maxwell Farm Road,Sacramento,CA,95814,2/27/1959,Visa,4916985955210874,2/2013
348-04-5604,female,Bonnie,N,Garrett,4733 Oakmound Road,Chicago,IL,60605,10/2/1969,MasterCard,5543154391665716,2/2014
395-68-6612,female,Tracy,J,Stops,792 Grant View Drive,Milwaukee,WI,53202,9/12/1989,Visa,4532476280749723,9/2011
680-46-2752,male,Craig,C,Buford,3668 Hickory Ridge Drive,Las Vegas,NV,89101,3/18/1977,Visa,4485208789849226,7/2012
489-15-9440,male,Benjamin,M,Manna,13 Penn Street,Bowling Green,MO,63334,5/8/1965,Visa,4532214631688922,5/2015
150-15-9009,male,Joe,A,Boutwell,519 Briarwood Drive,Camden,NJ,08102,5/28/1927,MasterCard,5141494005954775,6/2013
171-38-1480,female,Phyllis,B,Taylor,4604 Stout Street,Harrisburg,PA,17111,11/8/1983,MasterCard,5190311182304642,1/2014
499-84-1255,female,Deborah,M,Walton,1040 Fairmont Avenue,Higginsville,MO,64037,10/11/1948,Visa,4485859072024529,1/2013
632-30-0182,male,Michael,M,Hurd,4413 Colonial Drive,Sealy,TX,77474,3/25/1976,MasterCard,5289748671503758,7/2011
445-06-4524,male,Jeffery,R,Ton,4420 Dovetail Estates,Clinton,OK,73601,8/31/1978,MasterCard,5151584147395973,4/2014
388-84-6471,male,Matthew,C,Johnson,3589 Lauren Drive,Platteville,WI,53818,7/31/1955,Visa,4716540684230461,2/2014
551-18-4625,female,Mary,A,Gonzales,4684 Parkview Drive,Anaheim,CA,92801,1/19/1940,Visa,4485550839601663,6/2014
543-47-1407,female,Stephanie,C,Smith,1738 Seneca Drive,Sherwood,OR,97140,3/1/1929,Visa,4929967763029477,12/2011
477-86-5429,female,Lindsay,G,Broder,984 Laurel Lee,Saint Paul,MN,55114,2/13/1978,MasterCard,5482509701387280,11/2012
496-24-3653,female,Therese,J,Hillard,2937 Rodney Street,Dardenne,MO,63366,3/10/1936,MasterCard,5291433660080102,11/2014
397-58-8828,male,Michael,H,Hall,4040 Lynch Street,Random Lake,WI,53075,10/23/1958,MasterCard,5380593120877728,4/2014
635-50-8469,female,Mary,R,Acosta,2268 New York Avenue,Grapevine,TX,76051,7/23/1976,MasterCard,5251857317631347,5/2011
146-42-0625,male,John,B,Cantrell,2717 Red Bud Lane,Secaucus,NJ,07094,7/16/1977,Visa,4916533194168022,5/2011
156-42-3712,male,Richard,T,Hahn,374 Passaic Street,Bayonne,NJ,07002,9/21/1971,MasterCard,5177491708946642,6/2011
384-62-2218,female,Ella,M,Jones,2667 Juniper Drive,Caro,MI,48723,11/25/1989,Visa,4929568053434169,5/2011
534-54-1484,male,Larry,S,Wynn,3146 Conifer Drive,Seattle,WA,98109,10/31/1933,Visa,4532866935834856,5/2015
409-53-2906,male,Richard,S,Rubio,4499 Glory Road,Nashville,TN,37201,8/31/1949,MasterCard,5495076533866001,3/2011
255-23-0138,female,Angela,T,Coffin,4556 Kuhl Avenue,Atlanta,GA,30329,1/29/1948,Visa,4539865420614602,3/2012
698-01-9541,male,Fred,G,Sierra,4759 Queens Lane,Lynchburg,VA,24501,5/25/1961,MasterCard,5112083617376264,5/2015
526-79-1251,male,Robbie,C,Jones,2716 East Avenue,Phoenix,AZ,85004,5/21/1955,MasterCard,5519379316619056,9/2011
175-28-9528,male,Charles,D,Wright,4183 Stiles Street,Pittsburgh,PA,15201,6/29/1936,MasterCard,5470837375105850,10/2015
383-05-3725,female,Joan,S,Kucera,2687 Nash Street,Detroit,MI,48226,4/30/1941,MasterCard,5483156455539077,3/2012
226-51-5247,male,Tim,C,Altamirano,411 Douglas Dairy Road,Roanoke,VA,24011,5/24/1991,MasterCard,5363849704749399,5/2011
201-22-2317,male,Louis,E,Laing,3689 Wakefield Street,Hatboro,PA,19040,8/22/1943,MasterCard,5150827582778513,9/2011
035-36-4828,female,Sara,C,Brown,2219 Myra Street,Providence,RI,02903,4/23/1976,Visa,4532820997316328,8/2014
771-28-5183,male,Ryan,C,Rogers,4096 Collins Street,Tampa,FL,33619,5/1/1937,MasterCard,5108928640025377,5/2015
008-32-1777,male,Thomas,C,Beebe,4594 Duff Avenue,South Burlington,VT,05403,3/21/1947,Visa,4716293491274963,10/2012
132-60-6409,male,Barry,V,Crawford,3563 Jarvisville Road,Huntington,NY,11743,7/16/1960,MasterCard,5499591692452019,4/2014
763-01-4163,female,Aurora,A,Lujan,1626 Wilkinson Street,Nashville,TN,37211,5/10/1977,Visa,4556190508728366,5/2015
456-29-0842,male,Kevin,A,Thigpen,1931 Margaret Street,Houston,TX,77007,10/5/1937,MasterCard,5331752229683128,11/2011
029-26-5251,male,Colby,G,Wink,4560 Burke Street,Waltham,MA,02154,6/8/1969,MasterCard,5313077326448064,4/2014
600-23-9615,female,Evelyn,F,Sargent,3520 Farm Meadow Drive,Tucson,AZ,85701,7/19/1957,MasterCard,5454344803382821,6/2013
375-28-2198,female,Salina,B,Gordon,48 Bartlett Avenue,Royal Oak,MI,48067,6/13/1981,Visa,4532444822386602,11/2014
592-28-0319,female,Barbara,J,Wells,3943 Everette Alley,Miami,FL,33131,2/21/1930,MasterCard,5322027791755229,10/2015
087-92-3426,female,Kristi,S,Russell,1010 Grove Street,Long Island City,NY,11101,8/24/1927,Visa,4485429884815181,5/2012
187-40-4032,female,Shirley,G,Lowry,4473 Stiles Street,Pittsburgh,PA,15219,8/11/1962,Visa,4485660229946386,1/2014
606-50-3602,female,Barbara,D,Acosta,1475 Coleman Avenue,Oceanside,CA,92054,8/25/1967,MasterCard,5425474250956938,8/2013
630-58-8151,female,Dolores,L,Gibson,2517 Liberty Street,Dallas,TX,75202,3/24/1955,Visa,4916283158413861,9/2012
267-49-3056,male,Steven,J,Sewell,172 Maryland Avenue,Tampa,FL,33607,11/5/1950,MasterCard,5528727084433820,3/2013
379-27-5144,male,Angel,C,Williams,3485 Wetzel Lane,Grand Rapids,MI,49503,7/7/1943,MasterCard,5316531514242546,2/2011
565-18-9118,female,Judy,M,McAfee,4684 Riverwood Drive,Sacramento,CA,95814,5/28/1976,Visa,4916390791114499,5/2015
415-56-0603,female,Sadie,W,Johnson,2186 Farm Meadow Drive,Nashville,TN,37210,2/9/1991,MasterCard,5343364533589011,4/2013
390-27-0419,male,Edward,A,Paul,1447 Sycamore Lake Road,Green Bay,WI,54301,1/2/1983,Visa,4716221535548845,2/2012
514-09-0568,female,Maureen,W,Harris,2530 Maloy Court,Blue Rapids,KS,66411,6/24/1970,Visa,4532703894703949,7/2012
545-46-4039,male,Aaron,T,James,1831 Timber Ridge Road,Elk Grove,CA,95624,12/2/1963,Visa,4716091785344413,5/2014
101-48-0257,male,James,K,Carper,1590 Plainfield Avenue,Mcdougall,NY,14501,4/17/1947,MasterCard,5324482846251112,4/2014
471-48-3057,female,Nora,M,Nielson,822 Haul Road,Minneapolis,MN,55415,1/24/1943,Visa,4556796194845668,2/2011
454-43-4908,male,Bob,A,Belmont,4212 Margaret Street,Houston,TX,77587,1/2/1982,MasterCard,5309565325014388,1/2015
523-86-8865,male,Johnny,P,Berke,2444 Davis Lane,Denver,CO,80216,5/6/1954,MasterCard,5254061656555244,1/2015
658-01-1144,male,Scott,E,Melara,356 Traction Street,Greenville,SC,29601,6/13/1947,Visa,4929251916176679,2/2013
492-64-9778,male,Bernard,K,Davis,826 Blane Street,Manchester,MO,63011,2/9/1981,Visa,4916755864401058,12/2012
454-02-8902,female,Theresa,D,Perez,1491 Patterson Street,Houston,TX,77006,3/17/1929,Visa,4916649860618619,1/2012
663-01-9910,male,Lloyd,K,Christian,4688 Roguski Road,Natchitoches,LA,71457,9/14/1965,Visa,4556846222155679,2/2011
328-04-5761,female,Bethany,J,Chan,645 Oakmound Drive,Chicago,IL,60607,8/12/1986,Visa,4485321670969845,4/2011
330-30-6377,male,Michael,S,Weiss,1422 Walkers Ridge Way,Westchester,IL,60154,5/6/1963,Visa,4556704137745417,9/2013
223-39-5894,female,Estrella,E,Riley,4216 Jehovah Drive,Waynesboro,VA,22980,11/25/1980,MasterCard,5416346552214805,1/2014
484-34-8452,female,Dawn,K,Thomas,1192 Centennial Farm Road,Coin,IA,51636,4/17/1940,Visa,4485639017516023,8/2011
670-22-7419,male,Arturo,T,Young,2506 Hillview Drive,Columbus,GA,31901,1/12/1969,MasterCard,5532747060589753,6/2014
594-74-6932,male,Bruce,L,Anderson,1968 Woodside Circle,Panama City,FL,32401,3/30/1968,Visa,4485191797940221,7/2011
534-46-7890,male,John,H,Bowlin,4747 Chardonnay Drive,Woodland,WA,98674,11/11/1929,Visa,4539653969718046,4/2014
360-24-2402,male,Larry,M,Simmons,3059 Farland Street,Chicago,IL,60637,6/1/1972,MasterCard,5112843778261021,11/2012
218-51-9908,female,Michael,G,Torres,953 Hickory Heights Drive,Hanover,MD,21076,10/17/1931,MasterCard,5200453371202878,10/2013
673-16-8772,female,Andrea,D,Chatman,4694 Lilac Lane,Statesboro,GA,30458,8/29/1943,Visa,4556017675860880,7/2014
469-29-6200,male,Billy,K,Dobbins,3438 Hillcrest Circle,Fridley,MN,55432,4/9/1949,MasterCard,5215319257846786,3/2011
397-13-2376,male,Larry,G,Nelson,4904 Rockford Mountain Lane,Milwaukee,WI,53202,6/11/1963,MasterCard,5462244802737175,4/2015
330-64-9042,male,James,A,Sawyer,145 University Hill Road,Mahomet,IL,61853,5/24/1962,MasterCard,5536380334593413,5/2012
358-16-1091,female,Anita,D,Lafever,103 Carter Street,Blairsville (Hamilton),IL,62859,10/20/1933,MasterCard,5351651545249967,6/2015
267-97-9455,male,Donald,L,Ostrowski,374 Brannon Avenue,Jacksonville,FL,32205,10/20/1973,Visa,4532252135722284,12/2012
627-44-7043,female,Evelyn,A,Carnes,327 Baker Avenue,Dallas,TX,75247,3/22/1972,Visa,4716215727852171,12/2011
602-22-0190,female,Classie,H,Christensen,3472 Chicago Avenue,Fresno,CA,93721,12/11/1943,MasterCard,5196731975725972,3/2014
327-72-8104,male,Ronald,E,Surber,1976 Braxton Street,Rockford,IL,61101,9/20/1945,Visa,4929014720224352,12/2013
245-08-7369,male,Jack,K,Lair,4165 Hannah Street,Asheville,NC,28801,3/2/1935,Visa,4539293694160519,5/2012
406-60-9725,male,Kurt,S,Hill,3695 North Bend River Road,London,KY,40741,4/5/1932,MasterCard,5570032195022886,5/2014
562-47-2970,female,Jackie,J,Rockwell,784 Armbrester Drive,Torrance,CA,90503,7/24/1965,MasterCard,5149734288422541,4/2012
259-74-1778,male,Lonny,D,Colon,3870 Neuport Lane,Covington,GA,30209,2/15/1991,MasterCard,5322642864890180,4/2015
544-66-5519,male,John,D,Nason,3749 Hope Street,Portland,OR,97205,9/16/1984,MasterCard,5440452908022601,12/2015
212-23-6918,female,Jo,W,Bolan,3051 Chatham Way,Mc Lean,MD,22102,9/2/1986,Visa,4556025137341571,2/2011
311-72-4859,male,Gregory,R,Pham,429 Sugarfoot Lane,Lafayette,IN,47904,7/19/1934,MasterCard,5534848625924689,9/2013
567-75-7392,male,Robert,V,Robb,3356 Felosa Drive,Los Angeles,CA,90029,10/11/1929,MasterCard,5499730253835580,11/2011
197-07-9057,male,David,E,Moreno,2483 Spring Avenue,Eagleville,PA,19403,2/27/1937,Visa,4485462137502165,3/2015
372-12-9372,female,Lillian,A,Ley,4342 Tennessee Avenue,Pontiac,MI,48057,9/5/1974,Visa,4929459123962753,7/2015
542-04-8200,male,Robert,S,Frison,1118 Center Street,Lincoln City,OR,97367,10/9/1929,Visa,4556812621784055,6/2012
620-50-9318,male,Jason,V,Merritt,2659 Gordon Street,Ontario,CA,91762,10/2/1947,MasterCard,5120249225026142,10/2013
152-92-2834,female,Heather,T,Arrington,2409 Drummond Street,Newark,NJ,07102,10/27/1962,Visa,4716754608428974,5/2015
508-98-2439,female,Marva,M,Miller,633 North Avenue,Lincoln,NE,68501,5/22/1965,MasterCard,5320727382124642,3/2011
436-11-3316,female,Helen,S,Gilmore,455 Tecumsah Lane,Monroe,LA,71201,10/19/1974,MasterCard,5513883097142655,8/2014
231-63-1934,female,April,C,Matteson,3098 Allison Avenue,Fredericksburg,VA,22401,1/3/1962,Visa,4556550968283774,9/2014
019-66-1436,male,Stanley,B,Miller,2919 Aspen Court,Cambridge,MA,02138,2/20/1960,Visa,4929091241288660,6/2013
688-05-7708,female,Thelma,S,Hartman,3755 Goosetown Drive,Newton,NC,28658,10/27/1972,MasterCard,5582312216863062,4/2012
089-64-8037,female,Vanessa,T,Schermerhorn,481 Gandy Street,Syracuse,NY,13202,9/17/1971,MasterCard,5531651360062621,4/2013
373-16-9875,male,Arnold,K,Hafley,162 Ritter Avenue,Roseville,MI,48066,10/26/1976,MasterCard,5541010123583969,6/2013
194-16-4334,female,Deanna,R,Remington,968 Cityview Drive,Glenolden,PA,19036,6/14/1976,Visa,4532276814248972,5/2013
266-50-4722,female,Joan,D,Marino,711 Steve Hunt Road,Miami,FL,33169,11/8/1992,MasterCard,5571693249764036,10/2014
449-71-3596,female,Sara,W,Mone,723 Olen Thomas Drive,Myra,TX,76253,3/11/1952,MasterCard,5271383003153336,11/2015
406-47-4933,female,Erica,J,Duncan,3262 Karen Lane,Louisville,KY,40203,4/25/1954,Visa,4716725878126688,10/2012
455-10-4189,male,Johnnie,P,Brown,2175 Payne Street,Houston,TX,77032,10/7/1956,MasterCard,5459700829319763,8/2015
145-90-2261,female,Stacey,C,Smith,3054 Briarwood Drive,Bridgeton,NJ,08302,10/7/1946,MasterCard,5272785242988778,12/2013
089-09-5808,male,George,Y,Woods,1300 Westwood Avenue,Garden City,NY,11530,10/18/1954,MasterCard,5494617531707563,2/2013
626-14-5303,female,Annie,M,Matzke,1341 Pike Street,San Diego,CA,92123,3/15/1990,Visa,4716389858394640,7/2013
653-12-4778,female,Billie,J,Shay,1168 Leo Street,Denver,CO,80202,8/24/1944,Visa,4556909046099877,9/2015
563-27-9691,female,Ina,G,Davis,4677 Eagles Nest Drive,Sacramento,CA,95814,9/14/1929,Visa,4556414389167084,7/2013
284-48-7665,male,Rodney,F,Scott,3820 Bates Brothers Road,Westerville,OH,43081,4/10/1965,MasterCard,5375417392555712,10/2014
465-03-3519,female,Julia,A,Bearden,1001 Alexander Drive,Seymour,TX,76380,2/21/1962,MasterCard,5472008784793656,4/2015
545-92-0163,male,Douglas,S,Wing,3406 Evergreen Lane,Bell,CA,90201,2/24/1987,Visa,4929493258138616,12/2015
531-84-8110,female,Shelley,J,Jackson,3615 Ryder Avenue,Seattle,WA,98109,1/4/1927,Visa,4916227394512457,9/2013
140-04-4208,male,Floyd,F,Singleton,1674 Hedge Street,Millington,NJ,07946,9/16/1954,Visa,4532062041284026,9/2012
642-72-3013,female,Nelda,R,Doyle,4639 Candlelight Drive,La Porte,TX,77571,1/25/1967,Visa,4539677644822170,7/2013
664-10-9227,male,James,A,Reed,4790 Big Indian,Poydras,LA,70085,4/21/1989,MasterCard,5151623200365208,5/2012
375-16-6658,female,Lena,M,Bryant,4462 Robinson Court,Saginaw,MI,48607,6/24/1961,Visa,4556546721648691,3/2014
229-85-1794,male,John,K,Robertson,3129 Golf Course Drive,Reston,VA,22090,11/4/1965,Visa,4916036478772485,1/2014
433-39-9216,male,Jesus,E,Blanch,2258 Washburn Street,Baton Rouge,LA,70801,4/3/1952,Visa,4556385269071085,5/2012
675-20-9326,female,Wendi,A,Pugh,1766 Elk Creek Road,Norcross,GA,30093,2/9/1987,Visa,4539126593012219,7/2012
615-98-8663,female,Lisa,M,Terry,1729 Coleman Avenue,Calexico,CA,92231,9/27/1970,MasterCard,5550551246862325,8/2011
667-01-2944,male,Teddy,S,Joy,1268 Fowler Avenue,Lawrenceville,GA,30245,7/17/1960,Visa,4539057946246412,5/2013
662-03-6300,male,Steve,S,Fleshman,1624 Big Indian,New Orleans,LA,70112,8/27/1960,MasterCard,5560093662639307,7/2013
021-44-2877,female,Ann,G,Washington,2645 Smith Street,Boston,MA,02110,4/29/1971,MasterCard,5235975563819399,6/2013
550-52-4184,female,Bettie,F,Chapman,3435 Alpaca Way,Los Angeles,CA,90017,11/15/1977,MasterCard,5373031143333410,10/2014
241-89-6806,male,Charles,L,Clements,1390 Kelly Street,China Grove,NC,28023,7/7/1979,MasterCard,5336366839081493,9/2013
256-15-6442,female,Belinda,B,Spangler,2856 Edington Drive,Smyrna,GA,30082,12/20/1943,Visa,4539551819884895,5/2015
411-80-2022,male,Matthew,K,Butler,2775 Wilkinson Street,Gallatin,TN,37066,9/3/1988,MasterCard,5518193462160976,2/2013
549-73-2004,female,Brandy,J,Whitaker,387 Alexander Avenue,Oakland,CA,94612,5/20/1961,MasterCard,5552480530076780,3/2013
384-72-7094,female,Dianne,H,Myers,4896 Goff Avenue,Sturgis,MI,49091,6/26/1959,MasterCard,5433445210355262,9/2011
680-60-2243,female,Samantha,W,Meadows,125 Camden Street,Reno,NV,89502,11/27/1957,MasterCard,5561744358478017,2/2014
417-82-4198,female,Maria,J,Martens,4219 Strother Street,Birmingham,AL,35212,3/20/1967,MasterCard,5514831806610784,9/2014
138-03-0579,female,Adrienne,J,Johnson,255 Watson Street,Medford,NJ,08855,6/8/1948,Visa,4716433296483191,8/2014
554-57-8007,male,Raymond,A,Riley,3623 Roosevelt Street,San Francisco,CA,94108,11/26/1946,Visa,4716795483911725,12/2014
085-52-4799,female,Jennifer,M,Horne,4690 Bicetown Road,Brooklyn,NY,11206,7/7/1985,Visa,4532545537058060,1/2014
501-44-4342,female,Elsie,M,Kruse,4548 Findley Avenue,Linton,ND,58552,3/27/1947,MasterCard,5121592966866179,4/2013
282-46-1439,female,Linda,W,Causby,2325 Goldie Lane,Middletown,OH,45044,10/1/1952,MasterCard,5476510255810790,7/2012
538-32-1709,female,Linda,A,Mathis,590 Chipmunk Lane,Seattle,WA,98109,11/12/1969,Visa,4716981455830495,10/2012
503-54-2245,male,Joseph,C,Longoria,1676 Ryan Road,Faulkton,SD,57438,11/18/1987,Visa,4539617957970372,11/2015
061-76-0651,male,Gary,C,Jones,41 Frosty Lane,Syracuse,NY,13202,2/8/1941,Visa,4929175033292541,10/2015
404-63-6858,female,Joyce,M,Mitchell,4211 Karen Lane,Frankfort,KY,40601,2/19/1930,MasterCard,5160872503544303,1/2011
188-46-3959,male,Donald,V,Williams,4188 Losh Lane,Pittsburgh,PA,15219,9/9/1954,Visa,4532936046979278,7/2013
008-05-0223,female,Alice,S,Butler,170 Buck Drive,Waterbury,VT,05676,8/29/1971,Visa,4556600476804387,7/2015
256-45-6095,female,Jennifer,G,Julius,4988 Hanifan Lane,Norcross,GA,30071,9/26/1941,Visa,4485006967554224,8/2013
014-68-9728,male,George,M,Burkart,987 Kennedy Court,West Roxbury,MA,02132,8/22/1928,Visa,4532520096030230,6/2014
520-52-2622,female,Nancy,S,Harvey,2105 Romrog Way,Casper,WY,82601,4/25/1936,Visa,4716916637319306,5/2012
306-84-9251,male,Charles,A,Woods,1359 Heliport Loop,Bloomington,IN,47408,8/14/1953,MasterCard,5450959813398469,10/2014
516-16-4388,male,Ray,J,Enriquez,3558 West Fork Street,Helena,MT,59601,1/21/1931,MasterCard,5566534358613233,11/2014
633-60-6919,female,Amanda,H,Centeno,767 Emma Street,Hedley,TX,79237,2/20/1965,Visa,4716510033384038,11/2014
592-68-3550,male,Joseph,B,Sylvester,3971 Golden Street,Miami,FL,33139,6/23/1969,Visa,4916730638401627,10/2012
010-40-0285,male,Rashad,S,Kimbler,3988 Leverton Cove Road,Springfield,MA,01103,8/2/1946,Visa,4716461874051957,8/2014
659-09-8755,female,Maria,A,Lovett,4144 Bassel Street,Luling,LA,70070,9/13/1974,MasterCard,5445021644208314,6/2012
518-42-6000,male,Benjamin,K,Ford,72 Seltice Way,Coeur D Alene,ID,83814,10/16/1975,MasterCard,5119700377873114,1/2014
651-09-6716,female,Betty,M,Cervantes,2731 Snider Street,Englewood,CO,80111,1/18/1977,Visa,4532467630915601,2/2015
229-54-2688,male,William,L,Pettway,1833 Kildeer Drive,Williamsburg,VA,23185,2/21/1953,Visa,4916168404048449,3/2011
430-49-9775,male,Michael,H,Ross,2587 Masonic Hill Road,South Fourche,AR,72016,1/1/1956,MasterCard,5276922850944803,12/2012
626-20-1353,female,Vivian,K,McCraw,4230 Friendship Lane,San Jose,CA,95131,8/23/1978,MasterCard,5524847706189636,5/2012
443-74-9271,male,Tommy,A,Pitts,2341 Musgrave Street,Norman,OK,73069,5/9/1946,Visa,4539876046827338,5/2015
433-08-7813,male,Jerry,L,Barnes,1863 Bassel Street,Ponchatoula,LA,70454,7/25/1984,MasterCard,5217847899858825,9/2014
548-02-6143,male,Travis,B,Baker,2748 Half and Half Drive,Fresno,CA,93706,1/22/1982,Visa,4556379360832354,11/2012
373-56-7941,male,Jose,M,Gonzalez,770 Cottonwood Lane,Grand Rapids,MI,49503,7/12/1958,MasterCard,5142820349894955,6/2011
609-84-0244,male,Ronald,L,Pringle,955 Gateway Avenue,Los Angeles,CA,90013,11/21/1968,Visa,4929543907124589,5/2015
602-88-5718,female,Christina,M,Smith,2758 Francis Mine,Chester,CA,96020,7/5/1980,MasterCard,5463451288083003,8/2013
255-06-6490,male,Richard,G,Polanco,4865 Elk Creek Road,Tucker,GA,30084,3/17/1973,Visa,4485238955569183,3/2014
763-01-8742,male,Rudy,T,Green,3855 Mapleview Drive,Memphis,TN,38118,8/31/1975,Visa,4532183717661931,5/2013
429-13-0856,male,Matthew,A,Bennett,3408 Bassell Avenue,Greenbrier,AR,72058,2/28/1974,MasterCard,5184485736163775,7/2014
587-26-8058,female,Krista,E,Kral,4387 Brownton Road,Memphis,MS,38116,8/29/1942,MasterCard,5113164283283395,4/2013
563-48-9716,male,Justin,K,Pratt,1943 Doctors Drive,Burbank,CA,91505,6/18/1949,MasterCard,5238973572529536,8/2015
431-34-9276,male,Ronald,C,Cooper,354 Fittro Street,Pine Bluff,AR,71601,12/22/1953,Visa,4532192374327272,11/2015
432-37-6016,female,Lydia,J,Levy,4502 Mulberry Avenue,Redfield,AR,72132,3/13/1973,Visa,4916195566413418,9/2012
771-22-6153,male,Chris,R,Velez,3583 Wilkinson Court,North Naples,FL,33963,8/26/1971,MasterCard,5110337828646341,1/2014
225-90-6609,male,David,V,Rhone,2274 Melody Lane,Richmond,VA,23224,12/2/1942,Visa,4539566267550434,6/2015
357-20-7141,female,Carolyn,S,Pollak,1076 Memory Lane,Kankakee,IL,60901,4/24/1964,MasterCard,5254633806139507,4/2014
435-97-9586,female,Brittany,E,Lino,3604 Hillside Drive,Lafayette,LA,70506,12/22/1974,Visa,4929551311334462,11/2011
527-44-7561,male,Jimmy,F,Ramos,1002 Dogwood Road,Gilbert,AZ,85233,11/3/1985,MasterCard,5200536301622023,1/2012
531-24-9473,male,Richard,E,Kim,3791 Union Street,Seattle,WA,98115,12/3/1958,Visa,4485087692519328,9/2015
250-06-3977,male,Laverne,L,Mabry,3806 Wexford Way,Olar,SC,29843,5/27/1986,MasterCard,5415738346776191,6/2014
454-49-7171,male,Brian,E,Wilson,2662 Carolyns Circle,Dallas,TX,75247,1/19/1974,MasterCard,5475285855239424,10/2012
245-55-6668,male,Willie,L,Wallace,3305 Layman Avenue,Whiteville,NC,28472,8/31/1952,Visa,4485109678593182,12/2012
225-87-3367,male,Juan,K,Rodriguez,962 Jefferson Street,Portsmouth,VA,23707,1/8/1928,MasterCard,5471031602850632,7/2014
463-49-4091,female,Kathy,J,Warden,4404 Brentwood Drive,Austin,TX,78753,11/18/1982,MasterCard,5433622751690154,2/2013
